Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
220	:	1569851869.346	     0.006	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
221	:	1569851869.354	     0.004	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
222	:	1569851869.362	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
223	:	1569851869.368	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
224	:	1569851869.374	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
225	:	1569851869.380	     0.002	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
226	:	1569851869.385	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs && timeout --signal=TERM 0 ./NO_SSA_pifft.exe  < /dev/null &> /dev/null
227	:	1569851869.391	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/MallocBench/cfrac && ./__run 1 NO_SSA_cfrac.exe
228	:	1569851869.398	     0.003	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/MallocBench/espresso && ./__run 1 NO_SSA_expresso.exe
229	:	1569851869.403	     0.001	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/MallocBench/gs && ./__run 1 NO_SSA_gs.exe
230	:	1569851869.407	     0.001	0	0	127	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/MallocBench/make && ./__run 1 NO_SSA_make.exe
231	:	1569851869.411	     0.500	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/McCat/01-qbsort && timeout --signal=TERM 0 ./NO_SSA_01-qbsort.exe 1000 < /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/McCat/01-qbsort/benchmark.in3 &> /dev/null
232	:	1569851869.915	     0.638	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/McCat/03-testtrie && timeout --signal=TERM 0 ./NO_SSA_03-testtrie.exe /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/McCat/03-testtrie/testtrie.in2 < /dev/null &> /dev/null
233	:	1569851870.555	     0.112	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/McCat/04-bisect && timeout --signal=TERM 0 ./NO_SSA_04-bisect.exe  < /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/McCat/04-bisect/bisect_test.in &> /dev/null
234	:	1569851870.670	     0.007	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/McCat/05-eks && timeout --signal=TERM 0 ./NO_SSA_05-eks.exe  < /dev/null &> /dev/null
235	:	1569851870.680	     0.059	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/McCat/08-main && timeout --signal=TERM 0 ./NO_SSA_08-main.exe  < /dev/null &> /dev/null
236	:	1569851870.741	     0.184	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/McCat/09-vor && timeout --signal=TERM 0 ./NO_SSA_09-vor.exe  < vor.in3 &> /dev/null
237	:	1569851870.927	     0.365	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/McCat/12-IOtest && timeout --signal=TERM 0 ./NO_SSA_12-IOtest.exe  < /dev/null &> /dev/null
238	:	1569851871.294	     0.047	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/McCat/15-trie && timeout --signal=TERM 0 ./NO_SSA_15-trie.exe  trie.in1  < /dev/null &> /dev/null
239	:	1569851871.347	     0.140	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/McCat/17-bintr && timeout --signal=TERM 0 ./NO_SSA_17-bintr.exe  <  bnchmrk.in1  &> /dev/null
240	:	1569851871.489	     1.748	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Olden/bh && timeout --signal=TERM 0 ./NO_SSA_bh.exe 20000 20 < /dev/null &> /dev/null
241	:	1569851873.240	     0.701	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Olden/bisort && timeout --signal=TERM 0 ./NO_SSA_bisort.exe 700000 < /dev/null &> /dev/null
242	:	1569851873.944	     0.141	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Olden/em3d && timeout --signal=TERM 0 ./NO_SSA_em3d.exe 256 250 35 < /dev/null &> /dev/null
243	:	1569851874.088	     0.246	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Olden/health && timeout --signal=TERM 0 ./NO_SSA_health.exe 9 20 1 < /dev/null &> /dev/null
244	:	1569851874.336	     0.158	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Olden/mst && timeout --signal=TERM 0 ./NO_SSA_mst.exe 1000 < /dev/null &> /dev/null
245	:	1569851874.497	     0.288	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Olden/perimeter && timeout --signal=TERM 0 ./NO_SSA_perimeter.exe 10 < /dev/null &> /dev/null
246	:	1569851874.787	     1.318	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Olden/power && timeout --signal=TERM 0 ./NO_SSA_power.exe  < /dev/null &> /dev/null
247	:	1569851876.107	     0.812	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Olden/treeadd && timeout --signal=TERM 0 ./NO_SSA_treeadd.exe 20 < /dev/null &> /dev/null
248	:	1569851876.923	     0.980	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Olden/tsp && timeout --signal=TERM 0 ./NO_SSA_tsp.exe 1024000 < /dev/null &> /dev/null
249	:	1569851877.906	     0.384	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Olden/voronoi && timeout --signal=TERM 0 ./NO_SSA_voronoi.exe 100000 20 32 7 < /dev/null &> /dev/null
250	:	1569851878.293	     0.931	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/agrep && timeout --signal=TERM 0 ./NO_SSA_agrep.exe -2 int InstructionCombining.cpp < /dev/null &> /dev/null
251	:	1569851879.230	     0.013	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/allroots && timeout --signal=TERM 0 ./NO_SSA_allroots.exe  < /dev/null &> /dev/null
252	:	1569851879.249	     0.014	0	0	1	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/archie-client && timeout --signal=TERM 0 ./NO_SSA_archie-client.exe  < /dev/null &> /dev/null
253	:	1569851879.269	     0.009	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/assembler && timeout --signal=TERM 0 ./NO_SSA_assembler.exe   < /dev/null &> /dev/null
254	:	1569851879.283	     0.049	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/bison && timeout --signal=TERM 0 ./NO_SSA_bison.exe parse.y.in -v < /dev/null &> /dev/null
255	:	1569851879.335	     0.006	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/cdecl && timeout --signal=TERM 0 ./NO_SSA_cdecl.exe  < testset &> /dev/null
256	:	1569851879.344	     0.005	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/compiler && timeout --signal=TERM 0 ./NO_SSA_compiler.exe  < /dev/null &> /dev/null
257	:	1569851879.352	     0.005	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/fixoutput && timeout --signal=TERM 0 ./NO_SSA_fixoutput.exe  < /dev/null &> /dev/null
258	:	1569851879.359	     0.006	0	0	1	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/football && timeout --signal=TERM 0 ./NO_SSA_football.exe  < /dev/null &> /dev/null
259	:	1569851879.368	     0.115	0	0	1	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/gnugo && timeout --signal=TERM 0 ./NO_SSA_gnugo.exe  < stdin &> /dev/null
260	:	1569851879.486	     0.004	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/loader && timeout --signal=TERM 0 ./NO_SSA_loader.exe  < /dev/null &> /dev/null
261	:	1569851879.493	     0.004	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/plot2fig && timeout --signal=TERM 0 ./NO_SSA_plot2fig.exe  < /dev/null &> /dev/null
262	:	1569851879.500	     0.005	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/simulator && timeout --signal=TERM 0 ./NO_SSA_simulator.exe  < /dev/null &> /dev/null
263	:	1569851879.507	     0.003	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/TimberWolfMC && timeout --signal=TERM 0 ./NO_SSA_TimerWolfMC.exe  < /dev/null &> /dev/null
264	:	1569851879.513	     0.009	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/unix-smail && timeout --signal=TERM 0 ./NO_SSA_unix-smail.exe -v ALL < main.c &> /dev/null
265	:	1569851879.524	     0.005	0	0	0	0	cd /home/guigzp/Computacao/Faculdade/Compiladores/trabalho/tf/Benchs/Prolangs-C/unix-tbl && timeout --signal=TERM 0 ./NO_SSA_unix-tbl.exe  < /dev/null &> /dev/null
